classe_obf	typedef_index	nom_clair	score	methode	statut	provenances_daccord	nb_candidats_a_egalite	comment_verifier
		CharacterOnConnectionEvent			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		CharacterPresetCreateRequest			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		CharacterPresetCreateResponse			À_CLASSER		32	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		CharacterPresetCurrentStateRequest			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		CharacterPresetCurrentStateResponse			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		CharacterPresetInfo			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		CharacterPresetInfoByIdEntry			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		CharacterPresetInfoRequest			À_CLASSER		190	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		CharacterPresetInfoResponse			À_CLASSER		51	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		CharacterPresetResetRequest			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		CharacterPresetResetResponse			À_CLASSER		51	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		CharacterPresetSetRequest			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		CharacterPresetSetResponse			À_CLASSER		51	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		CharacterRemodelingInformation			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		CharacterRenameRequest			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		CharacterReplayRequest			À_CLASSER		190	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		CharacterReplayWithRemodelRequest			À_CLASSER		51	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		CharacterRestrictionsEvent			À_CLASSER		2	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		CharacterSelectedSuccessMessage			À_CLASSER		86	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		CharacterSelectionEvent			À_CLASSER		86	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		CharacterSelectionMessage			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		CharacterSelectionRequest			À_CLASSER		190	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		CharacterSelectionWithRemodelRequest			À_CLASSER		51	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		CharacterStatsListMessage			À_CLASSER		86	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		CharacterStatus			À_CLASSER		61	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		CharacterToRemodelInformation			À_CLASSER		158	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		CharacterUpdateBreedRequest			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		CharacterUpdateColorsRequest			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		CharacterUpdateFaceRequest			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		CharacterUpdateGenderRequest			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		CharacterUpdatedBreedEvent			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		CharacterUpdatedGenderEvent			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		CharacterUpdatedNameEvent			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		CharacteristicDetailsByIdEntry			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		CharacteristicsDetails			À_CLASSER		5	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		CharacteristicsInfo			À_CLASSER		51	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		CharactersListEndMessage			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		CharactersListMessage			À_CLASSER		51	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		CharactersListRequestMessage			À_CLASSER		86	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		CharactersRequest			À_CLASSER		5	0 ou plusieurs candidats de même round-0 dans Connection, aucun retenu sans ambiguïté
		ChatChannelMessageEvent			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
heg	9459	ChatChannelMessageRequest	0.857	arrosage	DÉDUIT	gatherer,luaxy,otomai	1	forme/champs arrosage — comparer contre une capture réelle du client vivant
lgz	13955	ChatChannelsEnabledEvent	0.857	arrosage	DÉDUIT	gatherer,luaxy,otomai	1	forme/champs arrosage — comparer contre une capture réelle du client vivant
		ChatClientMultiMessage			À_CLASSER		32	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ChatErrorEvent			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		ChatPrivateCopyMessageEvent			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ChatPrivateMessageRequest			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		ChatServerMessage			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ChestActivity			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		Choice			À_CLASSER		158	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ChoiceSelectedEvent			À_CLASSER		190	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ChoiceSelectedRequest			À_CLASSER		190	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ChoiceSelectionEvent			À_CLASSER		7	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		CinematicEvent			À_CLASSER		190	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ClientChallengeInitRequest			À_CLASSER		190	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ClientChallengeProofRequest			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		ClientIdRequest			À_CLASSER		190	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ClientUIOpenedEvent			À_CLASSER		1	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		Collect			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		ColorPalette			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Command			À_CLASSER		66	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
hki	9720	CommandSummary	0.8	arrosage	DÉDUIT	gatherer,luaxy,otomai	1	forme/champs arrosage — comparer contre une capture réelle du client vivant
		Companion			À_CLASSER		12	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		CompassResetEvent			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		CompassUpdateEvent			À_CLASSER		4	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		Completion			À_CLASSER		158	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ConsoleCommand			À_CLASSER		66	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ConsoleEnd			À_CLASSER		190	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ConsoleMessage			À_CLASSER		51	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ContactInformation			À_CLASSER		23	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ContactLevelUpEvent			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		ContactLookErrorEvent			À_CLASSER		190	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ContactLookEvent			À_CLASSER		4	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ContactLookRequest			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ContactWarnOnAchievementCompleteSetRequest			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		ContactWarnOnAchievementCompleteStateEvent			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		ContactWarnOnPermanentDeathSetRequest			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		ContactsListMessage			À_CLASSER		11	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ContentCatalogVersionMessage			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ContextCreationEvent			À_CLASSER		86	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ContextCreationRequest			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ContextDestroyEvent			À_CLASSER		190	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ContextKickRequest			À_CLASSER		15	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ContextQuitRequest			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ContextReadyRequest			À_CLASSER		190	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ContextRefreshEntityLookEvent			À_CLASSER		51	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ContextRemoveElementEvent			À_CLASSER		158	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ContextRemoveElementsEvent			À_CLASSER		26	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		Contribution			À_CLASSER		66	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		CosmeticInventoryAddObjectRequest			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		CosmeticInventoryAddObjectResponse			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		CosmeticInventoryAddObjectsRequest			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		CosmeticInventoryAddObjectsResponse			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		CosmeticInventoryAddedEvent			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		CosmeticInventoryLivingObjectFeedRequest			À_CLASSER		158	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		CosmeticInventoryLivingObjectFeedResponse			À_CLASSER		51	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		CosmeticInventoryLoadedEvent			À_CLASSER		51	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		CosmeticInventoryPopObjectRequest			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		CosmeticInventoryPopObjectResponse			À_CLASSER		190	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		CosmeticInventoryPopObjectsRequest			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		CosmeticInventoryPopObjectsResponse			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Craft			À_CLASSER		190	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		CurrentGlobalChoiceSelectionEvent			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		CurrentMapMessage			À_CLASSER		86	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		CurrentServerStatusUpdateEvent			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		DateEvent			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		DateRequest			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		Death			À_CLASSER		158	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		DebtInformation			À_CLASSER		66	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		DebtsDeleteEvent			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		DebtsUpdateEvent			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		DebugClearHighlightCellsEvent			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		DebugHighlightCellsEvent			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		DebugInClientEvent			À_CLASSER		61	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		DecraftResultEvent			À_CLASSER		51	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		DecraftedItem			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		DelayedActionCancelRequest			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		DelayedActionEvent			À_CLASSER		11	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		DelayedActionFinishedEvent			À_CLASSER		19	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		DetailedStatistics			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Details			À_CLASSER		7	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		DialogLeaveEvent			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		DialogLeaveRequest			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		DiceRollRequest			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		Dig			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		DisplayNumericalValuePaddockEvent			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		DocumentReadingBeginEvent			À_CLASSER		190	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		DodgePointLoss			À_CLASSER		158	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		DropCharacter			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		DumpedEntityStatsEvent			À_CLASSER		7	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		EffectRemove			À_CLASSER		158	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		Element			À_CLASSER		66	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		EmoteAddedEvent			À_CLASSER		190	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		EmoteMassivePlayEvent			À_CLASSER		10	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		EmoteOption			À_CLASSER		158	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		EmotePlayErrorEvent			À_CLASSER		158	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		EmotePlayEvent			À_CLASSER		25	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		EmotePlayRequest			À_CLASSER		158	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		EmoteRemovedEvent			À_CLASSER		190	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		EmotesEvent			À_CLASSER		26	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		EmptyPreset			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		EnterHavenBagRequestMessage			À_CLASSER		86	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		EntitiesDispositionEvent			À_CLASSER		12	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		EntityDisposition			À_CLASSER		5	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		EntityDispositionErrorEvent			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		EntityFighterInformation			À_CLASSER		66	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		EntityLook			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		EntityMember			À_CLASSER		51	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		EntitySpawnInformation			À_CLASSER		1	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
jlp	11960	EntityTalkEvent	1.0	arrosage	DÉDUIT	gatherer,luaxy,otomai	1	forme/champs arrosage — comparer contre une capture réelle du client vivant
		Equipment			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		EquipmentByPositionEntry			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		EquipmentRefresh			À_CLASSER		86	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		Error			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		Event			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeAcceptRequest			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeBidBuyerStartedEvent			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeBidHouseBuyRequest			À_CLASSER		66	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeBidHouseBuyResultEvent			À_CLASSER		158	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeBidHouseGenericItemAddedEvent			À_CLASSER		190	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeBidHouseGenericItemRemovedEvent			À_CLASSER		51	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeBidHouseInListAddedEvent			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeBidHouseInListRemovedEvent			À_CLASSER		66	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeBidHouseInListUpdatedEvent			À_CLASSER		0	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeBidHouseItemAddedEvent			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		ExchangeBidHouseItemRemovedEvent			À_CLASSER		158	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeBidHouseListRequest			À_CLASSER		158	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeBidHouseOfflineSoldItemsEvent			À_CLASSER		51	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeBidHousePriceRequest			À_CLASSER		190	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeBidHouseSearchRequest			À_CLASSER		66	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeBidHouseTypeRequest			À_CLASSER		158	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeBidHouseUnsoldItemsEvent			À_CLASSER		51	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeBidPriceEvent			À_CLASSER		37	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeBidSellerStartedEvent			À_CLASSER		6	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeBoughtEvent			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeBuyRequest			À_CLASSER		158	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeCraftCountModifiedEvent			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		ExchangeCraftCountRequest			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		ExchangeCraftPaymentModificationRequest			À_CLASSER		158	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeCraftPaymentModifiedEvent			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		ExchangeCraftResultEvent			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		ExchangeCraftResultWithObjectDescription			À_CLASSER		14	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeCraftStartedEvent			À_CLASSER		190	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeCrafterJobLevelUpEvent			À_CLASSER		190	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeErrorEvent			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeFocusedReadyRequest			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
hdx	9446	ExchangeHandleMountsRequest	1.0	arrosage	DÉDUIT	gatherer,luaxy,otomai	1	forme/champs arrosage — comparer contre une capture réelle du client vivant
		ExchangeItemAutoCraftStoppedEvent			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		ExchangeJobIndexStartedEvent			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		ExchangeKamaModifiedEvent			À_CLASSER		158	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeLeaveEvent			À_CLASSER		18	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeLeaveMessage			À_CLASSER		32	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeMoneyMovementLimitEvent			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		ExchangeMountFreeFromPaddockEvent			À_CLASSER		23	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeMountRequest			À_CLASSER		115	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeMountStockStartedEvent			À_CLASSER		51	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeMountWithoutPaddockStartedEvent			À_CLASSER		12	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
		ExchangeMountsPaddockAddedEvent			À_CLASSER		0	nom clair SUSPECT (champs internes encore obfusqués, ex. `ebko` — otomai n'a pas fini de le renommer) — écarté du matching, pas un vrai candidat
		ExchangeMountsPaddockRemoveEvent			À_CLASSER		26	0 ou plusieurs candidats de même round-0 dans Game, aucun retenu sans ambiguïté
